ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
422,まね,,mimicry/imitation,友達は先生のまねが上手だ。,My friend is good at mimicking our teacher.,नक्कल,मेरो साथी हाम्रो शिक्षकको नक्कल गर्न राम्रो छ।,友達は先生の（　）が上手だ,１,,,,,,,,,,,,,,,,,,,
423,まんいん,満員,packed with people,朝の電車は、いつも満員だ。,The morning trains are always packed with people.,भरिएको,बिहानको रेल सधैं यात्रुहरूले भरिएको हुन्छ।,朝の電車は、いつも（　）だ,１,,,,,,,,,,,,,,,,,,,
424,ミス,,mistake/error,数学の試験で単純なミスをしてしまった。,I made a few simple mistakes in the math exam.,गल्ती,मैले गणित परीक्षामा केही सामान्य गल्तीहरू गरें।,数学の試験で単純な（　）をしてしまった,１,,,,,,,,,,,,,,,,,,,
425,みんしゅしゅぎ,民主主義,democracy,日本は民主主義の国だ。,Japan is a democratic country.,प्रजातन्त्र,जापान एक प्रजातान्त्रिक देश हो।,日本は（　）の国だ,１,,,,,,,,,,,,,,,,,,,
426,むちゅう,夢中,infatuation/absorption,今、息子は新しいゲームに夢中だ。,At the moment my son is crazy about a new game.,मग्न,"अहिले, मेरो छोरा नयाँ खेलमा मग्न छ।",今、息子は新しいゲームに（　）だ,１,,,,,,,,,,,,,,,,,,,
427,めいしょ,名所,famous place/place of interest,富士山とその周りの湖は観光の名所だ。,Mt. Fuji and the surrounding lakes are tourist attractions.,प्रसिद्ध स्थान,माउन्ट फुजी र वरिपरिका तालहरू पर्यटकीय आकर्षणका प्रसिद्ध स्थानहरू हुन्।,富士山とその周りの湖は観光の（　）だ,１,,,,,,,,,,,,,,,,,,,
428,めいぶつ,名物,local speciality,お土産に、この寺の名物のお菓子を買った。,I bought the temple's well-known confectionary as a souvenir.,विशेषता,मैले मन्दिरको प्रसिद्ध मिठाईलाई सौगातको रूपमा किनें।,お土産に、この寺の（　）のお菓子を買った,１,,,,,,,,,,,,,,,,,,,
429,めいれい,命令（する）,order/command,会社の命令で１か月の海外研修に行った。,"As per my company's instructions, I went for one month's overseas training.",आदेश,"कम्पनीको आदेश अनुसार, म एक महिनाको विदेशी तालिममा गएँ।",会社の（　）で１か月の海外研修に行った,１,,,,,,,,,,,,,,,,,,,
430,メールアドレス,,e-mail address,名刺にメールアドレスが書いてある。,The e-mail address is written on the business card.,इमेल ठेगाना,इमेल ठेगाना बिजनेस कार्डमा लेखिएको छ।,名刺に（　）が書いてある,１,,,,,,,,,,,,,,,,,,,
431,メダル,,medal,大会で優勝して、メダルをもらった。,"Because I won at the tournament, I received a medal.",पदक,"प्रतियोगितामा जितेको कारण, मैले पदक प्राप्त गरें।",大会で優勝して、（　）をもらった,１,,,,,,,,,,,,,,,,,,,
432,メモ,,memo,会議で決まったことをメモした。,I made a memo of the decisions made at the meeting.,नोट,मैले बैठकमा लिइएका निर्णयहरूको नोट बनाएँ।,会議で決まったことを（　）した,１,,,,,,,,,,,,,,,,,,,
433,めんきょ,免許,license,医師になるには、免許が必要だ。,A license is necessary in order to become a doctor.,लाइसेन्स,डाक्टर बन्नको लागि लाइसेन्स आवश्यक छ।,医師になるには、（　）が必要だ,１,,,,,,,,,,,,,,,,,,,
434,めんせつ,面接（する）,interview,就職試験の最後は社長との面接だ。,The last part of the employment examination is an interview with the president.,अन्तर्वार्ता,रोजगार परीक्षाको अन्तिम भाग अध्यक्षसँगको अन्तर्वार्ता हो।,就職試験の最後は社長との（　）だ,１,,,,,,,,,,,,,,,,,,,
435,もうしこみ,申し込み,application,大会参加の申し込みは今日までです。,Application to participate in the meeting is until today.,आवेदन,बैठकमा भाग लिनको लागि आवेदन आज सम्म  अन्तिम म्याद हो । ,大会参加の（　）は今日までです,１,,,,,,,,,,,,,,,,,,,
436,もくじ,目次,table of contents,目次を見ると、本の内容が大体分かる。,You can generally understand what a book is about by looking at the table of contents.,विषयसूची,"विषयसूची हेरेर, तपाईंले पुस्तकको विषयवस्तु साधारणतया बुझ्न सक्नुहुन्छ।",（　）を見ると、本の内容が大体分かる,１,,,,,,,,,,,,,,,,,,,
437,もくてき,目的,purpose/aim,大学に行く目的を話してください。,Please talk about your purpose in going to university.,उद्देश्य,कृपया विश्वविद्यालय जानुको उद्देश्यको बारेमा कुरा गर्नुहोस्।,大学に行く（　）を話してください,１,,,,,,,,,,,,,,,,,,,
438,もちもの,持ち物,belongings,出発の前に、空港で持ち物を検査された。,Before departure at the airport they inspected our belongings.,सामान,प्रस्थान गर्नु अघि विमानस्थलमा हाम्रो सामान जाँच गरियो।,出発の前に、空港で（　）を検査された,１,,,,,,,,,,,,,,,,,,,
439,ものがたり,物語,story,悲しい物語を読んで、泣いてしまった。,I read a sad story and cried.,कथा,मैले एउटा दुःखद कथा पढें र रोएँ।,悲しい（　）を読んで、泣いてしまった,１,,,,,,,,,,,,,,,,,,,
440,もよう,模様,pattern,花の模様のハンカチをもらった。,I received a flower-patterned handkerchief.,ढाँचा,मैले फूल ढाँचाको रुमाल प्राप्त गरें।,花の（　）のハンカチをもらった,１,,,,,,,,,,,,,,,,,,,
