ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
244,せいさん,生産（する）,production,日本では米を生産する量が減ってきている。,The amount of rice produced in Japan is decreasing.,उत्पादन,जापानमा चामल उत्पादनको मात्रा घट्दै गइरहेको छ।,日本では米を（　）する量が減ってきている,,,,,,,,,,,,,,,,,,,,
245,せいじ,政治,politics,彼は政治に関心を持っている。,He is interested in politics.,राजनीति,उनी राजनीतिमा चासो राख्छन्।,彼は（　）に関心を持っている,,,,,,,,,,,,,,,,,,,,
246,せいしつ,性質,"nature, property, capacity",水は電気を通す性質がある。,Conducting electricity is a property of water.,प्रकृति,पानीमा विद्युत संचालन गर्ने प्रकृति हुन्छ।,水は電気を通す（　）がある,,,,,,,,,,,,,,,,,,,,
247,せいぞう,製造（する）,"manufacture, production",この工場は家具を製造している。,This factory manufactures furniture.,उत्पादन,यो कारखानाले फर्निचर उत्पादन गर्छ।,この工場は家具を（　）している,,,,,,,,,,,,,,,,,,,,
248,せいちょう,成長（する）,"growth, development",日本経済は１９６０年代に成長した。,The Japanese economy developed in the 1960s.,विकास,जापानी अर्थव्यवस्थाको सन् १९६० को दशकमा विकास भयो।,日本経済は１９６０年代に（　）した,,,,,,,,,,,,,,,,,,,,
249,せいど,制度,system,世界の教育の制度について調べた。,I investigated the educational systems around the world.,प्रणाली,मैले विश्वभरका शैक्षिक प्रणालीहरूको अनुसन्धान गरें।,世界の教育の（　）について調べた,,,,,,,,,,,,,,,,,,,,
250,せいとう,政党,political party,テレビで政党の代表の話を聞いた。,I listened to political party representatives talking on the TV.,राजनीतिक दल,मैले टेलिभिजनमा राजनीतिक दलका प्रतिनिधिहरूको कुरा सुनें।,テレビで（　）の代表の話を聞いた,,,,,,,,,,,,,,,,,,,,
251,せいひん,製品,manufactured goods,小さい会社だが、製品には自信がある。,"Though it's a small company, we have confidence in our products.",उत्पादित वस्तु,"यो एउटा सानो कम्पनी भए तापनि, हामी हाम्रा उत्पादित वस्तुहरूमा आत्मविश्वास राख्छौं।",小さい会社だが、（　）には自信がある,,,,,,,,,,,,,,,,,,,,
252,せいふ,政府,government,政府は観光客を増やすことを計画している。,The government is planning to increase the number of tourists.,सरकार,सरकारले पर्यटकहरूको संख्या बढाउने योजना बनाइरहेको छ।,（　）は観光客を増やすことを計画している,,,,,,,,,,,,,,,,,,,,
253,せいよう,西洋,the West,大学で西洋の歴史を勉強している。,I'm studying Western history at university.,पश्चिम,म विश्वविद्यालयमा पश्चिमी इतिहास अध्ययन गरिरहेको छु।,大学で（　）の歴史を勉強している,,,,,,,,,,,,,,,,,,,,
254,せいり,整理（する）,"putting in order, sorting out",資料をファイルに整理した。,I sorted the data into files.,व्यवस्थित,मैले डाटालाई फाइलहरूमा व्यवस्थित गरें।,資料をファイルに（　）した,,,,,,,,,,,,,,,,,,,,
255,セーフ,,safe,遅刻かと思ったけど、走ったらセーフだった。,"I thought I'd be late, but as I ran I made it.",सुरक्षित,"मलाई ढिलो हुने जस्तो लागेको थियो, तर दौडेपछि सुरक्षित पुगेँ।",遅刻かと思ったけど、走ったら（　）だった,,,,,,,,,,,,,,,,,,,,
256,セール,,sale,バーゲンセールでコートを１万円で買った。,"I got a coat for 10,000 yen in the sale.",बिक्री,"मैले बिक्रीमा १०,००० येनमा एउटा कोट किनें।",バーゲン（　）でコートを１万円で買った,,,,,,,,,,,,,,,,,,,,
257,せきたん,石炭,coal,石炭は重要なエネルギー資源だ。,Coal is an important energy resource.,कोइला,कोइला एक महत्त्वपूर्ण ऊर्जा स्रोत हो।,（　）は重要なエネルギー資源だ,,,,,,,,,,,,,,,,,,,,
258,せきにん,責任,"responsibility, fault",バスの事故は運転手に責任があった。,The bus accident was the driver's fault.,जिम्मेवारी,बस दुर्घटनाको जिम्मेवारी चालकको थियो।,バスの事故は運転手に（　）があった,,,,,,,,,,,,,,,,,,,,
259,せきゆ,石油,oil,石油は、いろいろな化学製品の原料になる。,Oil is the basic ingredient of various chemical products.,पेट्रोलियम,पेट्रोलियम विभिन्न रासायनिक उत्पादनहरूको आधारभूत सामग्री हो।,（　）は、いろいろな化学製品の原料になる,,,,,,,,,,,,,,,,,,,,
260,せんきょ,選挙（する）,election,来週、市長の選挙がある。,The mayoral election will be held next week.,निर्वाचन,आउँदो हप्ता मेयरको निर्वाचन हुनेछ।,来週、市長の（　）がある,,,,,,,,,,,,,,,,,,,,
261,ぜんしん,前進（する）,advance,犯人を囲んだ警官たちは、少しずつ前進した。,The police surrounding the criminal moved forward little by little.,अगाडि बढ्नु,अपराधीलाई घेरेका प्रहरीहरू बिस्तारै अगाडि बढे।,犯人を囲んだ警官たちは、少しずつ（　）した,,,,,,,,,,,,,,,,,,,,
